id,name,hp,attack,defense,speed,image_url,created_at,updated_at
228,qwilfish,65,95,75,85,http://assets.pokemon.com/assets/cms2/img/pokedex/full/211.png,current_timestamp,current_timestamp
229,scizor,70,130,100,65,http://assets.pokemon.com/assets/cms2/img/pokedex/full/212.png,current_timestamp,current_timestamp
230,scizor-mega,70,150,140,75,http://assets.pokemon.com/assets/cms2/img/pokedex/full/212_f2.png,current_timestamp,current_timestamp
231,shuckle,20,10,230,5,http://assets.pokemon.com/assets/cms2/img/pokedex/full/213.png,current_timestamp,current_timestamp
232,heracross,80,125,75,85,http://assets.pokemon.com/assets/cms2/img/pokedex/full/214.png,current_timestamp,current_timestamp
233,heracross-mega,80,185,115,75,http://assets.pokemon.com/assets/cms2/img/pokedex/full/214_f2.png,current_timestamp,current_timestamp
234,sneasel,55,95,55,115,http://assets.pokemon.com/assets/cms2/img/pokedex/full/215.png,current_timestamp,current_timestamp
235,teddiursa,60,80,50,40,http://assets.pokemon.com/assets/cms2/img/pokedex/full/216.png,current_timestamp,current_timestamp
236,ursaring,90,130,75,55,http://assets.pokemon.com/assets/cms2/img/pokedex/full/217.png,current_timestamp,current_timestamp
237,slugma,40,40,40,20,http://assets.pokemon.com/assets/cms2/img/pokedex/full/218.png,current_timestamp,current_timestamp
238,magcargo,50,50,120,30,http://assets.pokemon.com/assets/cms2/img/pokedex/full/219.png,current_timestamp,current_timestamp
239,swinub,50,50,40,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/220.png,current_timestamp,current_timestamp
240,piloswine,100,100,80,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/221.png,current_timestamp,current_timestamp
241,corsola,55,55,85,35,http://assets.pokemon.com/assets/cms2/img/pokedex/full/222.png,current_timestamp,current_timestamp
242,remoraid,35,65,35,65,http://assets.pokemon.com/assets/cms2/img/pokedex/full/223.png,current_timestamp,current_timestamp
243,octillery,75,105,75,45,http://assets.pokemon.com/assets/cms2/img/pokedex/full/224.png,current_timestamp,current_timestamp
244,delibird,45,55,45,75,http://assets.pokemon.com/assets/cms2/img/pokedex/full/225.png,current_timestamp,current_timestamp
245,mantine,65,40,70,70,http://assets.pokemon.com/assets/cms2/img/pokedex/full/226.png,current_timestamp,current_timestamp
246,skarmory,65,80,140,70,http://assets.pokemon.com/assets/cms2/img/pokedex/full/227.png,current_timestamp,current_timestamp
247,houndour,45,60,30,65,http://assets.pokemon.com/assets/cms2/img/pokedex/full/228.png,current_timestamp,current_timestamp
248,houndoom,75,90,50,95,http://assets.pokemon.com/assets/cms2/img/pokedex/full/229.png,current_timestamp,current_timestamp
249,houndoom-mega,75,90,90,115,http://assets.pokemon.com/assets/cms2/img/pokedex/full/229_f2.png,current_timestamp,current_timestamp
250,kingdra,75,95,95,85,http://assets.pokemon.com/assets/cms2/img/pokedex/full/230.png,current_timestamp,current_timestamp
251,phanpy,90,60,60,40,http://assets.pokemon.com/assets/cms2/img/pokedex/full/231.png,current_timestamp,current_timestamp
252,donphan,90,120,120,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/232.png,current_timestamp,current_timestamp
253,porygon2,85,80,90,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/233.png,current_timestamp,current_timestamp
254,stantler,73,95,62,85,http://assets.pokemon.com/assets/cms2/img/pokedex/full/234.png,current_timestamp,current_timestamp
255,smeargle,55,20,35,75,http://assets.pokemon.com/assets/cms2/img/pokedex/full/235.png,current_timestamp,current_timestamp
256,tyrogue,35,35,35,35,http://assets.pokemon.com/assets/cms2/img/pokedex/full/236.png,current_timestamp,current_timestamp
257,hitmontop,50,95,95,70,http://assets.pokemon.com/assets/cms2/img/pokedex/full/237.png,current_timestamp,current_timestamp
258,smoochum,45,30,15,65,http://assets.pokemon.com/assets/cms2/img/pokedex/full/238.png,current_timestamp,current_timestamp
259,elekid,45,63,37,95,http://assets.pokemon.com/assets/cms2/img/pokedex/full/239.png,current_timestamp,current_timestamp
260,magby,45,75,37,83,http://assets.pokemon.com/assets/cms2/img/pokedex/full/240.png,current_timestamp,current_timestamp
261,miltank,95,80,105,100,http://assets.pokemon.com/assets/cms2/img/pokedex/full/241.png,current_timestamp,current_timestamp
262,blissey,255,10,10,55,http://assets.pokemon.com/assets/cms2/img/pokedex/full/242.png,current_timestamp,current_timestamp
263,raikou,90,85,75,115,http://assets.pokemon.com/assets/cms2/img/pokedex/full/243.png,current_timestamp,current_timestamp
264,entei,115,115,85,100,http://assets.pokemon.com/assets/cms2/img/pokedex/full/244.png,current_timestamp,current_timestamp
265,suicune,100,75,115,85,http://assets.pokemon.com/assets/cms2/img/pokedex/full/245.png,current_timestamp,current_timestamp
266,larvitar,50,64,50,41,http://assets.pokemon.com/assets/cms2/img/pokedex/full/246.png,current_timestamp,current_timestamp
267,pupitar,70,84,70,51,http://assets.pokemon.com/assets/cms2/img/pokedex/full/247.png,current_timestamp,current_timestamp
268,tyranitar,100,134,110,61,http://assets.pokemon.com/assets/cms2/img/pokedex/full/248.png,current_timestamp,current_timestamp
269,tyranitar-mega,100,164,150,71,http://assets.pokemon.com/assets/cms2/img/pokedex/full/248_f2.png,current_timestamp,current_timestamp
270,lugia,106,90,130,110,http://assets.pokemon.com/assets/cms2/img/pokedex/full/249.png,current_timestamp,current_timestamp
271,ho-oh,106,130,90,90,http://assets.pokemon.com/assets/cms2/img/pokedex/full/250.png,current_timestamp,current_timestamp
272,celebi,100,100,100,100,http://assets.pokemon.com/assets/cms2/img/pokedex/full/251.png,current_timestamp,current_timestamp
273,treecko,40,45,35,70,http://assets.pokemon.com/assets/cms2/img/pokedex/full/252.png,current_timestamp,current_timestamp
274,grovyle,50,65,45,95,http://assets.pokemon.com/assets/cms2/img/pokedex/full/253.png,current_timestamp,current_timestamp
275,sceptile,70,85,65,120,http://assets.pokemon.com/assets/cms2/img/pokedex/full/254.png,current_timestamp,current_timestamp
276,sceptile-mega,70,110,75,145,http://assets.pokemon.com/assets/cms2/img/pokedex/full/254_f2.png,current_timestamp,current_timestamp
277,torchic,45,60,40,45,http://assets.pokemon.com/assets/cms2/img/pokedex/full/255.png,current_timestamp,current_timestamp
278,combusken,60,85,60,55,http://assets.pokemon.com/assets/cms2/img/pokedex/full/256.png,current_timestamp,current_timestamp
279,blaziken,80,120,70,80,http://assets.pokemon.com/assets/cms2/img/pokedex/full/257.png,current_timestamp,current_timestamp
280,blaziken-mega,80,160,80,100,http://assets.pokemon.com/assets/cms2/img/pokedex/full/257_f2.png,current_timestamp,current_timestamp
281,mudkip,50,70,50,40,http://assets.pokemon.com/assets/cms2/img/pokedex/full/258.png,current_timestamp,current_timestamp
282,marshtomp,70,85,70,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/259.png,current_timestamp,current_timestamp
283,swampert,100,110,90,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/260.png,current_timestamp,current_timestamp
284,swampert-mega,100,150,110,70,http://assets.pokemon.com/assets/cms2/img/pokedex/full/260_f2.png,current_timestamp,current_timestamp
285,poochyena,35,55,35,35,http://assets.pokemon.com/assets/cms2/img/pokedex/full/261.png,current_timestamp,current_timestamp
286,mightyena,70,90,70,70,http://assets.pokemon.com/assets/cms2/img/pokedex/full/262.png,current_timestamp,current_timestamp
287,zigzagoon,38,30,41,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/263.png,current_timestamp,current_timestamp
288,linoone,78,70,61,100,http://assets.pokemon.com/assets/cms2/img/pokedex/full/264.png,current_timestamp,current_timestamp
289,wurmple,45,45,35,20,http://assets.pokemon.com/assets/cms2/img/pokedex/full/265.png,current_timestamp,current_timestamp
290,silcoon,50,35,55,15,http://assets.pokemon.com/assets/cms2/img/pokedex/full/266.png,current_timestamp,current_timestamp
291,beautifly,60,70,50,65,http://assets.pokemon.com/assets/cms2/img/pokedex/full/267.png,current_timestamp,current_timestamp
292,cascoon,50,35,55,15,http://assets.pokemon.com/assets/cms2/img/pokedex/full/268.png,current_timestamp,current_timestamp
293,dustox,60,50,70,65,http://assets.pokemon.com/assets/cms2/img/pokedex/full/269.png,current_timestamp,current_timestamp
294,lotad,40,30,30,30,http://assets.pokemon.com/assets/cms2/img/pokedex/full/270.png,current_timestamp,current_timestamp
295,lombre,60,50,50,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/271.png,current_timestamp,current_timestamp
296,ludicolo,80,70,70,70,http://assets.pokemon.com/assets/cms2/img/pokedex/full/272.png,current_timestamp,current_timestamp
297,seedot,40,40,50,30,http://assets.pokemon.com/assets/cms2/img/pokedex/full/273.png,current_timestamp,current_timestamp
298,nuzleaf,70,70,40,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/274.png,current_timestamp,current_timestamp
299,shiftry,90,100,60,80,http://assets.pokemon.com/assets/cms2/img/pokedex/full/275.png,current_timestamp,current_timestamp
300,taillow,40,55,30,85,http://assets.pokemon.com/assets/cms2/img/pokedex/full/276.png,current_timestamp,current_timestamp
301,swellow,60,85,60,125,http://assets.pokemon.com/assets/cms2/img/pokedex/full/277.png,current_timestamp,current_timestamp
302,wingull,40,30,30,85,http://assets.pokemon.com/assets/cms2/img/pokedex/full/278.png,current_timestamp,current_timestamp
303,pelipper,60,50,100,65,http://assets.pokemon.com/assets/cms2/img/pokedex/full/279.png,current_timestamp,current_timestamp
304,ralts,28,25,25,40,http://assets.pokemon.com/assets/cms2/img/pokedex/full/280.png,current_timestamp,current_timestamp
305,kirlia,38,35,35,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/281.png,current_timestamp,current_timestamp
306,gardevoir,68,65,65,80,http://assets.pokemon.com/assets/cms2/img/pokedex/full/282.png,current_timestamp,current_timestamp
307,gardevoir-mega,68,85,65,100,http://assets.pokemon.com/assets/cms2/img/pokedex/full/282_f2.png,current_timestamp,current_timestamp
308,surskit,40,30,32,65,http://assets.pokemon.com/assets/cms2/img/pokedex/full/283.png,current_timestamp,current_timestamp
309,masquerain,70,60,62,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/284.png,current_timestamp,current_timestamp
310,shroomish,60,40,60,35,http://assets.pokemon.com/assets/cms2/img/pokedex/full/285.png,current_timestamp,current_timestamp
311,breloom,60,130,80,70,http://assets.pokemon.com/assets/cms2/img/pokedex/full/286.png,current_timestamp,current_timestamp
312,slakoth,60,60,60,30,http://assets.pokemon.com/assets/cms2/img/pokedex/full/287.png,current_timestamp,current_timestamp
313,vigoroth,80,80,80,90,http://assets.pokemon.com/assets/cms2/img/pokedex/full/288.png,current_timestamp,current_timestamp
314,slaking,150,160,100,100,http://assets.pokemon.com/assets/cms2/img/pokedex/full/289.png,current_timestamp,current_timestamp
315,nincada,31,45,90,40,http://assets.pokemon.com/assets/cms2/img/pokedex/full/290.png,current_timestamp,current_timestamp
316,ninjask,61,90,45,160,http://assets.pokemon.com/assets/cms2/img/pokedex/full/291.png,current_timestamp,current_timestamp
317,shedinja,1,90,45,40,http://assets.pokemon.com/assets/cms2/img/pokedex/full/292.png,current_timestamp,current_timestamp
318,whismur,64,51,23,28,http://assets.pokemon.com/assets/cms2/img/pokedex/full/293.png,current_timestamp,current_timestamp
319,loudred,84,71,43,48,http://assets.pokemon.com/assets/cms2/img/pokedex/full/294.png,current_timestamp,current_timestamp
320,exploud,104,91,63,68,http://assets.pokemon.com/assets/cms2/img/pokedex/full/295.png,current_timestamp,current_timestamp
321,makuhita,72,60,30,25,http://assets.pokemon.com/assets/cms2/img/pokedex/full/296.png,current_timestamp,current_timestamp
322,hariyama,144,120,60,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/297.png,current_timestamp,current_timestamp
323,azurill,50,20,40,20,http://assets.pokemon.com/assets/cms2/img/pokedex/full/298.png,current_timestamp,current_timestamp
324,nosepass,30,45,135,30,http://assets.pokemon.com/assets/cms2/img/pokedex/full/299.png,current_timestamp,current_timestamp
325,skitty,50,45,45,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/300.png,current_timestamp,current_timestamp
326,delcatty,70,65,65,70,http://assets.pokemon.com/assets/cms2/img/pokedex/full/301.png,current_timestamp,current_timestamp
327,sableye,50,75,75,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/302.png,current_timestamp,current_timestamp
328,sableye-mega,50,85,125,20,http://assets.pokemon.com/assets/cms2/img/pokedex/full/302_f2.png,current_timestamp,current_timestamp
329,mawile,50,85,85,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/303.png,current_timestamp,current_timestamp
330,mawile-mega,50,105,125,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/303_f2.png,current_timestamp,current_timestamp
331,aron,50,70,100,30,http://assets.pokemon.com/assets/cms2/img/pokedex/full/304.png,current_timestamp,current_timestamp
332,lairon,60,90,140,40,http://assets.pokemon.com/assets/cms2/img/pokedex/full/305.png,current_timestamp,current_timestamp
333,aggron,70,110,180,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/306.png,current_timestamp,current_timestamp
334,aggron-mega,70,140,230,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/306_f2.png,current_timestamp,current_timestamp
335,meditite,30,40,55,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/307.png,current_timestamp,current_timestamp
336,medicham,60,60,75,80,http://assets.pokemon.com/assets/cms2/img/pokedex/full/308.png,current_timestamp,current_timestamp
337,medicham-mega,60,100,85,100,http://assets.pokemon.com/assets/cms2/img/pokedex/full/308_f2.png,current_timestamp,current_timestamp
338,electrike,40,45,40,65,http://assets.pokemon.com/assets/cms2/img/pokedex/full/309.png,current_timestamp,current_timestamp
339,manectric,70,75,60,105,http://assets.pokemon.com/assets/cms2/img/pokedex/full/310.png,current_timestamp,current_timestamp
340,manectric-mega,70,75,80,135,http://assets.pokemon.com/assets/cms2/img/pokedex/full/310_f2.png,current_timestamp,current_timestamp
341,plusle,60,50,40,95,http://assets.pokemon.com/assets/cms2/img/pokedex/full/311.png,current_timestamp,current_timestamp
342,minun,60,40,50,95,http://assets.pokemon.com/assets/cms2/img/pokedex/full/312.png,current_timestamp,current_timestamp
343,volbeat,65,73,55,85,http://assets.pokemon.com/assets/cms2/img/pokedex/full/313.png,current_timestamp,current_timestamp
344,illumise,65,47,55,85,http://assets.pokemon.com/assets/cms2/img/pokedex/full/314.png,current_timestamp,current_timestamp
345,roselia,50,60,45,65,http://assets.pokemon.com/assets/cms2/img/pokedex/full/315.png,current_timestamp,current_timestamp
346,gulpin,70,43,53,40,http://assets.pokemon.com/assets/cms2/img/pokedex/full/316.png,current_timestamp,current_timestamp
347,swalot,100,73,83,55,http://assets.pokemon.com/assets/cms2/img/pokedex/full/317.png,current_timestamp,current_timestamp
348,carvanha,45,90,20,65,http://assets.pokemon.com/assets/cms2/img/pokedex/full/318.png,current_timestamp,current_timestamp
349,sharpedo,70,120,40,95,http://assets.pokemon.com/assets/cms2/img/pokedex/full/319.png,current_timestamp,current_timestamp
350,sharpedo-mega,70,140,70,105,http://assets.pokemon.com/assets/cms2/img/pokedex/full/319_f2.png,current_timestamp,current_timestamp
351,wailmer,130,70,35,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/320.png,current_timestamp,current_timestamp
352,wailord,170,90,45,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/321.png,current_timestamp,current_timestamp
353,numel,60,60,40,35,http://assets.pokemon.com/assets/cms2/img/pokedex/full/322.png,current_timestamp,current_timestamp
354,camerupt,70,100,70,40,http://assets.pokemon.com/assets/cms2/img/pokedex/full/323.png,current_timestamp,current_timestamp
355,camerupt-mega,70,120,100,20,http://assets.pokemon.com/assets/cms2/img/pokedex/full/323_f2.png,current_timestamp,current_timestamp
356,torkoal,70,85,140,20,http://assets.pokemon.com/assets/cms2/img/pokedex/full/324.png,current_timestamp,current_timestamp
357,spoink,60,25,35,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/325.png,current_timestamp,current_timestamp
358,grumpig,80,45,65,80,http://assets.pokemon.com/assets/cms2/img/pokedex/full/326.png,current_timestamp,current_timestamp
359,spinda,60,60,60,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/327.png,current_timestamp,current_timestamp
360,trapinch,45,100,45,10,http://assets.pokemon.com/assets/cms2/img/pokedex/full/328.png,current_timestamp,current_timestamp
361,vibrava,50,70,50,70,http://assets.pokemon.com/assets/cms2/img/pokedex/full/329.png,current_timestamp,current_timestamp
362,flygon,80,100,80,100,http://assets.pokemon.com/assets/cms2/img/pokedex/full/330.png,current_timestamp,current_timestamp
363,cacnea,50,85,40,35,http://assets.pokemon.com/assets/cms2/img/pokedex/full/331.png,current_timestamp,current_timestamp
364,cacturne,70,115,60,55,http://assets.pokemon.com/assets/cms2/img/pokedex/full/332.png,current_timestamp,current_timestamp
365,swablu,45,40,60,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/333.png,current_timestamp,current_timestamp
366,altaria,75,70,90,80,http://assets.pokemon.com/assets/cms2/img/pokedex/full/334.png,current_timestamp,current_timestamp
367,altaria-mega,75,110,110,80,http://assets.pokemon.com/assets/cms2/img/pokedex/full/334_f2.png,current_timestamp,current_timestamp
368,zangoose,73,115,60,90,http://assets.pokemon.com/assets/cms2/img/pokedex/full/335.png,current_timestamp,current_timestamp
369,seviper,73,100,60,65,http://assets.pokemon.com/assets/cms2/img/pokedex/full/336.png,current_timestamp,current_timestamp
370,lunatone,70,55,65,70,http://assets.pokemon.com/assets/cms2/img/pokedex/full/337.png,current_timestamp,current_timestamp
371,solrock,70,95,85,70,http://assets.pokemon.com/assets/cms2/img/pokedex/full/338.png,current_timestamp,current_timestamp
372,barboach,50,48,43,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/339.png,current_timestamp,current_timestamp
373,whiscash,110,78,73,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/340.png,current_timestamp,current_timestamp
374,corphish,43,80,65,35,http://assets.pokemon.com/assets/cms2/img/pokedex/full/341.png,current_timestamp,current_timestamp
375,crawdaunt,63,120,85,55,http://assets.pokemon.com/assets/cms2/img/pokedex/full/342.png,current_timestamp,current_timestamp
376,baltoy,40,40,55,55,http://assets.pokemon.com/assets/cms2/img/pokedex/full/343.png,current_timestamp,current_timestamp
377,claydol,60,70,105,75,http://assets.pokemon.com/assets/cms2/img/pokedex/full/344.png,current_timestamp,current_timestamp
378,lileep,66,41,77,23,http://assets.pokemon.com/assets/cms2/img/pokedex/full/345.png,current_timestamp,current_timestamp
379,cradily,86,81,97,43,http://assets.pokemon.com/assets/cms2/img/pokedex/full/346.png,current_timestamp,current_timestamp
380,anorith,45,95,50,75,http://assets.pokemon.com/assets/cms2/img/pokedex/full/347.png,current_timestamp,current_timestamp
381,armaldo,75,125,100,45,http://assets.pokemon.com/assets/cms2/img/pokedex/full/348.png,current_timestamp,current_timestamp
382,feebas,20,15,20,80,http://assets.pokemon.com/assets/cms2/img/pokedex/full/349.png,current_timestamp,current_timestamp
383,milotic,95,60,79,81,http://assets.pokemon.com/assets/cms2/img/pokedex/full/350.png,current_timestamp,current_timestamp
384,castform,70,70,70,70,http://assets.pokemon.com/assets/cms2/img/pokedex/full/351.png,current_timestamp,current_timestamp
385,castform-sunny,70,70,70,70,http://assets.pokemon.com/assets/cms2/img/pokedex/full/351_f2.png,current_timestamp,current_timestamp
386,castform-rainy,70,70,70,70,http://assets.pokemon.com/assets/cms2/img/pokedex/full/351_f3.png,current_timestamp,current_timestamp
387,castform-snowy,70,70,70,70,http://assets.pokemon.com/assets/cms2/img/pokedex/full/351_f4.png,current_timestamp,current_timestamp
388,kecleon,60,90,70,40,http://assets.pokemon.com/assets/cms2/img/pokedex/full/352.png,current_timestamp,current_timestamp
389,shuppet,44,75,35,45,http://assets.pokemon.com/assets/cms2/img/pokedex/full/353.png,current_timestamp,current_timestamp
390,banette,64,115,65,65,http://assets.pokemon.com/assets/cms2/img/pokedex/full/354.png,current_timestamp,current_timestamp
391,banette-mega,64,165,75,75,http://assets.pokemon.com/assets/cms2/img/pokedex/full/354_f2.png,current_timestamp,current_timestamp
392,duskull,20,40,90,25,http://assets.pokemon.com/assets/cms2/img/pokedex/full/355.png,current_timestamp,current_timestamp
393,dusclops,40,70,130,25,http://assets.pokemon.com/assets/cms2/img/pokedex/full/356.png,current_timestamp,current_timestamp
394,tropius,99,68,83,51,http://assets.pokemon.com/assets/cms2/img/pokedex/full/357.png,current_timestamp,current_timestamp
395,chimecho,65,50,70,65,http://assets.pokemon.com/assets/cms2/img/pokedex/full/358.png,current_timestamp,current_timestamp
396,absol,65,130,60,75,http://assets.pokemon.com/assets/cms2/img/pokedex/full/359.png,current_timestamp,current_timestamp
397,absol-mega,65,150,60,115,http://assets.pokemon.com/assets/cms2/img/pokedex/full/359_f2.png,current_timestamp,current_timestamp
398,wynaut,95,23,48,23,http://assets.pokemon.com/assets/cms2/img/pokedex/full/360.png,current_timestamp,current_timestamp
399,snorunt,50,50,50,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/361.png,current_timestamp,current_timestamp
400,glalie,80,80,80,80,http://assets.pokemon.com/assets/cms2/img/pokedex/full/362.png,current_timestamp,current_timestamp
401,glalie-mega,80,120,80,100,http://assets.pokemon.com/assets/cms2/img/pokedex/full/362_f2.png,current_timestamp,current_timestamp
402,spheal,70,40,50,25,http://assets.pokemon.com/assets/cms2/img/pokedex/full/363.png,current_timestamp,current_timestamp
403,sealeo,90,60,70,45,http://assets.pokemon.com/assets/cms2/img/pokedex/full/364.png,current_timestamp,current_timestamp
404,walrein,110,80,90,65,http://assets.pokemon.com/assets/cms2/img/pokedex/full/365.png,current_timestamp,current_timestamp
405,clamperl,35,64,85,32,http://assets.pokemon.com/assets/cms2/img/pokedex/full/366.png,current_timestamp,current_timestamp
406,huntail,55,104,105,52,http://assets.pokemon.com/assets/cms2/img/pokedex/full/367.png,current_timestamp,current_timestamp
407,gorebyss,55,84,105,52,http://assets.pokemon.com/assets/cms2/img/pokedex/full/368.png,current_timestamp,current_timestamp
408,relicanth,100,90,130,55,http://assets.pokemon.com/assets/cms2/img/pokedex/full/369.png,current_timestamp,current_timestamp
409,luvdisc,43,30,55,97,http://assets.pokemon.com/assets/cms2/img/pokedex/full/370.png,current_timestamp,current_timestamp
410,bagon,45,75,60,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/371.png,current_timestamp,current_timestamp
411,shelgon,65,95,100,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/372.png,current_timestamp,current_timestamp
412,salamence,95,135,80,100,http://assets.pokemon.com/assets/cms2/img/pokedex/full/373.png,current_timestamp,current_timestamp
413,salamence-mega,95,145,130,120,http://assets.pokemon.com/assets/cms2/img/pokedex/full/373_f2.png,current_timestamp,current_timestamp
414,beldum,40,55,80,30,http://assets.pokemon.com/assets/cms2/img/pokedex/full/374.png,current_timestamp,current_timestamp
415,metang,60,75,100,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/375.png,current_timestamp,current_timestamp
416,metagross,80,135,130,70,http://assets.pokemon.com/assets/cms2/img/pokedex/full/376.png,current_timestamp,current_timestamp
417,metagross-mega,80,145,150,110,http://assets.pokemon.com/assets/cms2/img/pokedex/full/376_f2.png,current_timestamp,current_timestamp
418,regirock,80,100,200,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/377.png,current_timestamp,current_timestamp
419,regice,80,50,100,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/378.png,current_timestamp,current_timestamp
420,registeel,80,75,150,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/379.png,current_timestamp,current_timestamp
421,latias,80,80,90,110,http://assets.pokemon.com/assets/cms2/img/pokedex/full/380.png,current_timestamp,current_timestamp
422,latias-mega,80,100,120,110,http://assets.pokemon.com/assets/cms2/img/pokedex/full/380_f2.png,current_timestamp,current_timestamp
423,latios,80,90,80,110,http://assets.pokemon.com/assets/cms2/img/pokedex/full/381.png,current_timestamp,current_timestamp
424,latios-mega,80,130,100,110,http://assets.pokemon.com/assets/cms2/img/pokedex/full/381_f2.png,current_timestamp,current_timestamp
425,kyogre,100,100,90,90,http://assets.pokemon.com/assets/cms2/img/pokedex/full/382.png,current_timestamp,current_timestamp
426,kyogre-primal,100,150,90,90,http://assets.pokemon.com/assets/cms2/img/pokedex/full/382_f2.png,current_timestamp,current_timestamp
427,groudon,100,150,140,90,http://assets.pokemon.com/assets/cms2/img/pokedex/full/383.png,current_timestamp,current_timestamp
428,groudon-primal,100,180,160,90,http://assets.pokemon.com/assets/cms2/img/pokedex/full/383_f2.png,current_timestamp,current_timestamp
429,rayquaza,105,150,90,95,http://assets.pokemon.com/assets/cms2/img/pokedex/full/384.png,current_timestamp,current_timestamp
430,rayquaza-mega,105,180,100,115,http://assets.pokemon.com/assets/cms2/img/pokedex/full/384_f2.png,current_timestamp,current_timestamp
431,jirachi,100,100,100,100,http://assets.pokemon.com/assets/cms2/img/pokedex/full/385.png,current_timestamp,current_timestamp
432,deoxys-normal,50,150,50,150,http://assets.pokemon.com/assets/cms2/img/pokedex/full/386.png,current_timestamp,current_timestamp
433,deoxys-attack,50,180,20,150,http://assets.pokemon.com/assets/cms2/img/pokedex/full/386_f2.png,current_timestamp,current_timestamp
434,deoxys-defense,50,70,160,90,http://assets.pokemon.com/assets/cms2/img/pokedex/full/386_f3.png,current_timestamp,current_timestamp
435,deoxys-speed,50,95,90,180,http://assets.pokemon.com/assets/cms2/img/pokedex/full/386_f4.png,current_timestamp,current_timestamp
436,turtwig,55,68,64,31,http://assets.pokemon.com/assets/cms2/img/pokedex/full/387.png,current_timestamp,current_timestamp
437,grotle,75,89,85,36,http://assets.pokemon.com/assets/cms2/img/pokedex/full/388.png,current_timestamp,current_timestamp
438,torterra,95,109,105,56,http://assets.pokemon.com/assets/cms2/img/pokedex/full/389.png,current_timestamp,current_timestamp
439,chimchar,44,58,44,61,http://assets.pokemon.com/assets/cms2/img/pokedex/full/390.png,current_timestamp,current_timestamp
440,monferno,64,78,52,81,http://assets.pokemon.com/assets/cms2/img/pokedex/full/391.png,current_timestamp,current_timestamp
441,infernape,76,104,71,108,http://assets.pokemon.com/assets/cms2/img/pokedex/full/392.png,current_timestamp,current_timestamp
442,piplup,53,51,53,40,http://assets.pokemon.com/assets/cms2/img/pokedex/full/393.png,current_timestamp,current_timestamp
443,prinplup,64,66,68,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/394.png,current_timestamp,current_timestamp
444,empoleon,84,86,88,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/395.png,current_timestamp,current_timestamp
445,starly,40,55,30,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/396.png,current_timestamp,current_timestamp
446,staravia,55,75,50,80,http://assets.pokemon.com/assets/cms2/img/pokedex/full/397.png,current_timestamp,current_timestamp
447,staraptor,85,120,70,100,http://assets.pokemon.com/assets/cms2/img/pokedex/full/398.png,current_timestamp,current_timestamp
448,bidoof,59,45,40,31,http://assets.pokemon.com/assets/cms2/img/pokedex/full/399.png,current_timestamp,current_timestamp
449,bibarel,79,85,60,71,http://assets.pokemon.com/assets/cms2/img/pokedex/full/400.png,current_timestamp,current_timestamp
450,kricketot,37,25,41,25,http://assets.pokemon.com/assets/cms2/img/pokedex/full/401.png,current_timestamp,current_timestamp
451,kricketune,77,85,51,65,http://assets.pokemon.com/assets/cms2/img/pokedex/full/402.png,current_timestamp,current_timestamp
452,shinx,45,65,34,45,http://assets.pokemon.com/assets/cms2/img/pokedex/full/403.png,current_timestamp,current_timestamp
453,luxio,60,85,49,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/404.png,current_timestamp,current_timestamp
454,luxray,80,120,79,70,http://assets.pokemon.com/assets/cms2/img/pokedex/full/405.png,current_timestamp,current_timestamp
